Date,Close
09/26/2024,489.47
09/27/2019,186.93
09/27/2021,370.16
09/27/2022,274.34
09/27/2023,354.85
09/27/2024,486.75
09/28/2020,277.05
09/28/2021,359.68
09/28/2022,279.79
09/28/2023,357.82
09/29/2020,275.81
09/29/2021,359.09
09/29/2022,271.73
09/29/2023,358.08
09/30/2019,188.71
09/30/2020,277.69
09/30/2021,357.77
09/30/2022,267.12
09/30/2024,488.07
10/01/2019,187.17
10/01/2020,282.1
10/01/2021,359.99
10/01/2024,481.27
10/02/2019,183.95
10/02/2020,274.17
10/02/2023,361.07
10/02/2024,481.95
10/03/2019,185.97
10/03/2022,273.39
10/03/2023,354.73
10/03/2024,481.59
10/04/2019,188.71
10/04/2021,352.43
10/04/2022,281.98
10/04/2023,359.56
10/04/2024,487.32
10/05/2020,280.01
10/05/2021,357.19
10/05/2022,281.83
10/05/2023,358.5
10/06/2020,275.02
10/06/2021,359.48
10/06/2022,279.61
10/06/2023,364.51
10/07/2019,188.14
10/07/2020,279.77
10/07/2021,362.78
10/07/2022,268.96
10/07/2024,482.1
10/08/2019,185.32
10/08/2020,281.26
10/08/2021,360.97
10/08/2024,489.3
10/09/2019,187.13
10/09/2020,285.56
10/09/2023,366.37
10/09/2024,493.15
10/10/2019,188.58
10/10/2022,266.27
10/10/2023,368.4
10/10/2024,492.59
10/11/2019,191.01
10/11/2021,358.2
10/11/2022,262.61
10/11/2023,371.03
10/11/2024,493.36
10/12/2020,294.38
10/12/2021,356.95
10/12/2022,262.52
10/12/2023,369.74
10/13/2020,294.37
10/13/2021,359.81
10/13/2022,268.68
10/13/2023,365.09
10/14/2019,190.99
10/14/2020,291.91
10/14/2021,366.44
10/14/2022,260.6
10/14/2024,497.5
10/15/2019,193.42
10/15/2020,289.95
10/15/2021,368.75
10/15/2024,490.85
10/16/2019,192.94
10/16/2020,288.36
10/16/2023,369.22
10/16/2024,490.91
10/17/2019,193.45
10/17/2022,269.21
10/17/2023,368.01
10/17/2024,491.25
10/18/2019,191.59
10/18/2021,372.45
10/18/2022,271.34
10/18/2023,363.18
10/18/2024,494.47
10/19/2020,283.65
10/19/2021,375.27
10/19/2022,270.35
10/19/2023,359.78
10/20/2020,284.26
10/20/2021,374.78
10/20/2022,268.97
10/20/2023,354.41
10/21/2019,193.29
10/21/2020,284.04
10/21/2021,377.07
10/21/2022,275.28
10/21/2024,495.42
10/22/2019,191.75
10/22/2020,284.03
10/22/2021,373.9
10/22/2024,495.96
10/23/2019,192.12
10/23/2020,284.59
10/23/2023,355.48
10/23/2024,488.36
10/24/2019,193.99
10/24/2022,278.3
10/24/2023,358.94
10/24/2024,492.32
10/25/2019,195.54
10/25/2021,377.73
10/25/2022,284.06
10/25/2023,350.16
10/25/2024,495.32
10/26/2020,280.32
10/26/2021,378.92
10/26/2022,277.78
10/26/2023,343.48
10/27/2020,282.51
10/27/2021,379.8
10/27/2022,272.73
10/27/2023,345.13
10/28/2019,197.47
10/28/2020,271.5
10/28/2021,384.02
10/28/2022,281.07
10/28/2024,495.4
10/29/2019,195.94
10/29/2020,276.24
10/29/2021,385.91
10/29/2024,500.16
10/30/2019,196.89
10/30/2020,269.24
10/30/2023,349.02
10/30/2024,496.38
10/31/2019,196.98
10/31/2022,277.8
10/31/2023,350.69
10/31/2024,483.85
11/01/2019,198.77
11/01/2021,387.23
11/01/2022,274.97
11/01/2023,356.77
11/01/2024,487.43
11/02/2020,269.84
11/02/2021,388.85
11/02/2022,265.54
11/02/2023,363.25
11/03/2020,274.51
11/03/2021,392.97
